IMAGE,MEDICINE_NAME,GENERIC_NAME,split,image_path,prescription_id
1458.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1458.png,P2458
1459.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1459.png,P2459
1460.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1460.png,P2460
1461.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1461.png,P2461
1462.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1462.png,P2462
1463.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1463.png,P2463
1464.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1464.png,P2464
1465.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1465.png,P2465
1466.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1466.png,P2466
1467.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1467.png,P2467
1468.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1468.png,P2468
1469.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1469.png,P2469
1470.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1470.png,P2470
1471.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1471.png,P2471
1472.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1472.png,P2472
1473.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1473.png,P2473
1474.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1474.png,P2474
1475.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1475.png,P2475
1476.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1476.png,P2476
1477.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1477.png,P2477
1478.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1478.png,P2478
1479.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1479.png,P2479
1480.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1480.png,P2480
1481.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1481.png,P2481
1482.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1482.png,P2482
1483.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1483.png,P2483
1484.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1484.png,P2484
1485.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1485.png,P2485
1486.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1486.png,P2486
1487.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1487.png,P2487
1488.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1488.png,P2488
1489.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1489.png,P2489
1490.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1490.png,P2490
1491.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1491.png,P2491
1492.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1492.png,P2492
1493.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1493.png,P2493
1494.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1494.png,P2494
1495.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1495.png,P2495
1496.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1496.png,P2496
1497.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1497.png,P2497
1498.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1498.png,P2498
1499.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1499.png,P2499
1500.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1500.png,P2500
1501.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1501.png,P2501
1502.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1502.png,P2502
1503.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1503.png,P2503
1504.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1504.png,P2504
1505.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1505.png,P2505
1506.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1506.png,P2506
1507.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1507.png,P2507
1508.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1508.png,P2508
1509.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1509.png,P2509
1510.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1510.png,P2510
1511.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1511.png,P2511
1512.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1512.png,P2512
1513.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1513.png,P2513
1514.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1514.png,P2514
1515.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1515.png,P2515
1516.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1516.png,P2516
1517.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1517.png,P2517
1518.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1518.png,P2518
1519.png,Flugal,Fluconazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1519.png,P2519
1520.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1520.png,P2520
1521.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1521.png,P2521
1522.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1522.png,P2522
1523.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1523.png,P2523
1524.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1524.png,P2524
1525.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1525.png,P2525
1526.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1526.png,P2526
1527.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1527.png,P2527
1528.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1528.png,P2528
1529.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1529.png,P2529
1530.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1530.png,P2530
1531.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1531.png,P2531
1532.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1532.png,P2532
1533.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1533.png,P2533
1534.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1534.png,P2534
1535.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1535.png,P2535
1536.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1536.png,P2536
1537.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1537.png,P2537
1538.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1538.png,P2538
1539.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1539.png,P2539
1540.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1540.png,P2540
1541.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1541.png,P2541
1542.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1542.png,P2542
1543.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1543.png,P2543
1544.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1544.png,P2544
1545.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1545.png,P2545
1546.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1546.png,P2546
1547.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1547.png,P2547
1548.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1548.png,P2548
1549.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1549.png,P2549
1550.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1550.png,P2550
1551.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1551.png,P2551
1552.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1552.png,P2552
1553.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1553.png,P2553
1554.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1554.png,P2554
1555.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1555.png,P2555
1556.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1556.png,P2556
1557.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1557.png,P2557
1558.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1558.png,P2558
1559.png,Ketocon,Ketoconazole (Shampoo),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1559.png,P2559
